_id,Nr_Boczny,Nr_Rej,Brygada,Nazwa_Linii,Ostatnia_Pozycja_Szerokosc,Ostatnia_Pozycja_Dlugosc,Data_Aktualizacji
523,3119,None,03104,31,51.1364097595215,16.9488105773926,2021-12-17 18:06:08
524,3120,None,03106,31,51.1362342834473,16.9501323699951,2021-12-17 18:03:58
525,3121,None,03113,31,51.1009788513184,17.0302219390869,2021-12-17 18:06:09
526,3122,None,01123,None,51.0789184570312,17.0055847167969,2021-12-17 09:05:17
527,3123,None,03115,31,51.1024284362793,17.0253162384033,2021-12-17 18:06:19
528,3124,None,00417,10,51.108039855957,17.0468597412109,2021-12-17 18:05:46
529,3125,None,03119,31,51.0899543762207,17.0447559356689,2021-12-17 18:06:09
530,3126,None,03101,31,51.1081237792969,17.0210151672363,2021-12-17 18:05:56
531,3128,None,01101,11,51.093677520752,16.9783172607422,2021-12-17 18:06:19
532,3129,None,03103,31,51.1280212402344,16.9763317108154,2021-12-17 18:06:17
533,3130,None,03117,31,51.1101341247559,17.0111904144287,2021-12-17 18:06:06
534,3131,None,03111,31,51.1052055358887,17.0216617584229,2021-12-17 18:05:32
535,2476,None,00609,6,51.1138877868652,17.0363140106201,2021-12-17 18:05:45
536,2602,None,07028,17,51.124137878418,17.0411510467529,2021-12-17 18:05:15
537,2604,None,01733,17,51.1154327392578,17.0743274688721,2021-12-17 18:06:07
538,2606,,01513,15,51.1289253234863,17.0275859832764,2021-12-17 18:05:26
539,2608,None,00312,9,51.1041564941406,17.037425994873,2021-12-17 18:06:17
540,2610,None,00801,16,51.1093139648438,17.0662364959717,2021-12-17 18:06:08
541,2612,None,00810,16,51.0799674987793,17.0626258850098,2021-12-17 18:06:06
542,2701,None,00604,3,51.1397476196289,16.922004699707,2021-12-17 18:06:18
543,2705,None,00307,10,51.1069602966309,17.023889541626,2021-12-17 18:05:58
544,2706,None,2410,None,51.0789680480957,17.0036907196045,2014-05-14 03:55:21
545,2707,None,00204,6,51.078727722168,17.0052185058594,2021-12-17 14:21:09
546,2708,None,00409,5,51.0845260620117,16.9720840454102,2021-12-17 18:06:07
547,2712,None,01736,17,51.1163902282715,17.0512504577637,2021-12-17 18:05:58
548,2713,None,00425,10,51.1383209228516,16.9315643310547,2021-07-07 16:31:34
549,2714,None,01737,7,51.101505279541,17.0294170379639,2021-12-17 18:06:08
550,2715,None,,None,51.1060333251953,17.0765056610107,2021-12-17 18:05:33
551,2716,None,00612,6,51.0908203125,17.0171165466309,2021-12-17 18:05:58
552,2717,None,01027,3,51.1253051757812,16.9836292266846,2021-12-17 18:06:21
553,2718,None,00237,4,51.1003456115723,17.0342922210693,2021-12-17 18:06:08
554,2719,None,07010,1,51.1317749023438,17.0369663238525,2021-12-17 18:06:10
555,2721,None,01038,10,51.1173133850098,16.9994277954102,2021-12-17 18:06:21
556,2722,None,02015,20,51.1447525024414,16.8724498748779,2021-12-17 18:06:19
557,2723,None,07002,74,51.0947952270508,16.9812431335449,2021-12-17 18:06:19
558,2724,None,00317,2,51.0746383666992,17.0070953369141,2021-12-17 18:06:07
559,2725,None,01507,15,51.1394996643066,17.0315761566162,2021-12-17 18:06:09
560,2726,None,01103,11,51.1213531494141,17.0432815551758,2021-12-17 18:05:46
561,2709,None,01026,10,51.1056137084961,17.0334949493408,2021-12-17 18:05:46
562,2710,None,00603,6,51.1097068786621,17.0267601013184,2021-12-17 18:05:58
563,2711,None,01715,1,51.1055870056152,17.0776329040527,2021-12-17 18:06:17
564,3001,None,,None,51.0790939331055,17.0053634643555,2021-12-17 11:43:59
565,3002,None,,None,51.1374740600586,16.9945526123047,2021-12-17 18:06:07
566,3003,None,07021,8,51.1247253417969,17.0343608856201,2021-12-17 18:05:56
567,3004,None,00614,6,51.0735054016113,17.0061550140381,2021-12-07 16:19:19
568,3005,None,00231,6,51.094051361084,17.0209903717041,2021-12-17 18:06:09
569,3006,None,,None,51.079029083252,17.0053157806396,2021-10-27 13:44:06
570,3007,None,07006,70,51.1238594055176,17.0443897247314,2021-12-17 18:06:19
571,3008,None,00209,None,51.0788116455078,17.0063571929932,2021-10-22 07:42:35
572,3009,None,07012,74,51.1337013244629,17.0199089050293,2021-12-17 18:06:19
573,3010,None,01104,11,51.1323127746582,17.0663967132568,2021-12-17 18:06:07
574,3011,None,00606,6,51.0792121887207,17.0038433074951,2021-09-21 06:52:52
575,3012,,07011,70,51.0907211303711,17.0170993804932,2021-12-17 18:06:06
576,3013,None,03302,17,51.1141777038574,17.1037635803223,2021-12-17 18:06:08
577,3014,None,03301,33,51.1139717102051,17.1032218933105,2021-12-17 18:06:10
578,3015,None,,None,51.0792121887207,17.003734588623,2021-10-21 13:06:12
579,3016,None,,2,51.0788192749023,17.0034255981445,2021-11-05 07:05:35
580,3017,None,03305,33,51.1171340942383,16.9998874664307,2021-12-17 18:05:57
581,0,None,None,None,51.1264343261719,16.9840507507324,2013-08-20 07:55:48
582,4005,-,,None,51.1480484008789,17.021614074707,2021-12-17 13:32:04
583,8342,-,,None,51.1473922729492,17.0228252410889,2021-12-17 13:45:40
584,5010,,12706,None,54.3451652526855,18.6875915527344,2018-09-13 10:40:57
585,5415,None,11804,118,51.1384658813477,17.0289821624756,2021-12-17 18:04:26
586,5421,None,31904,319,51.1482467651367,17.0238285064697,2021-11-27 16:29:55
587,5428,None,31907,319,51.0981254577637,16.94482421875,2021-12-07 16:19:18
588,5401,None,31907,319,51.146068572998,17.0228729248047,2021-12-17 17:31:52
589,5431,None,10307,103,51.1493797302246,16.9449272155762,2021-12-17 18:05:14
590,5432,None,11506,315,51.1134147644043,17.1194515228271,2021-12-17 18:05:45
591,5419,None,10801,108,51.1591339111328,17.0082035064697,2021-12-17 18:06:18
592,5433,None,12605,126,51.1388816833496,16.9747009277344,2021-12-17 18:06:19
593,5434,None,11801,118,51.1393127441406,16.9905033111572,2021-12-17 09:51:29
594,5416,None,13004,151,51.1133804321289,17.0669136047363,2021-12-17 18:06:18
595,5435,None,11504,315,51.1122131347656,17.0577411651611,2021-12-17 18:02:18
596,5413,None,1,None,51.1470680236816,17.0224075317383,2021-12-07 00:36:52
597,5436,None,10108,101,51.1486587524414,17.0213222503662,2021-12-17 13:35:07
598,5429,None,14209,142,51.1122856140137,17.0186042785645,2021-12-17 18:05:59
599,5437,None,14309,143,51.1760787963867,16.9981822967529,2021-12-17 18:06:19
600,5417,None,12603,126,51.1134719848633,16.9589290618896,2021-12-17 18:05:58
601,5414,None,15107,151,51.1463394165039,17.1130352020264,2021-12-17 18:06:19
602,5418,None,11512,115,51.1117858886719,17.0837173461914,2021-12-17 18:06:10
603,5423,None,12204,102,51.1486129760742,17.0232429504395,2021-11-19 17:18:23
604,5424,None,11115,111,51.1169662475586,17.0426349639893,2021-12-17 18:06:17
605,5420,None,12208,122,51.1067848205566,17.0214824676514,2021-12-17 18:06:18
606,5439,None,12613,126,51.0876083374023,17.0058441162109,2021-12-17 18:04:30
607,5427,None,14302,143,51.0879402160645,17.013557434082,2021-12-17 18:05:56
608,5612,None,60713,129,51.1252670288086,16.9834175109863,2021-12-17 17:35:53
609,5438,None,11106,111,51.1379127502441,17.0294399261475,2021-12-17 18:05:56
610,5611,None,13408,134,51.0892944335938,17.0170402526855,2021-12-17 18:06:17
611,5426,None,15101,151,51.1116485595703,17.0598754882812,2021-12-17 17:05:03
612,5430,None,11602,116,51.1506538391113,17.0729026794434,2021-12-17 18:05:36
613,5422,None,14303,143,51.1786231994629,17.0040683746338,2021-12-17 18:04:49
614,5425,None,14201,142,51.1465339660645,17.022705078125,2021-12-17 17:09:14
615,5442,None,12209,122,51.109058380127,17.0219554901123,2021-12-17 18:06:18
616,5601,None,14408,144,51.0725250244141,17.0118103027344,2021-12-17 18:05:45
617,5444,None,10310,103,51.148380279541,17.0238456726074,2021-12-17 16:05:30
618,5443,None,31906,319,51.1511192321777,17.0436973571777,2021-12-17 17:35:20
619,5602,None,N05,N,51.1484718322754,17.0230922698975,2021-12-17 15:52:28
620,5440,None,24921,None,51.148868560791,17.0211238861084,2021-12-16 04:05:41
621,5402,None,14317,143,51.1787948608398,17.0061206817627,2021-12-17 18:03:38
622,5603,None,11905,119,51.1478271484375,17.0757064819336,2021-12-17 05:57:31
623,5441,None,11805,118,51.1663017272949,16.9666271209717,2021-12-17 18:05:58
624,5604,None,13612,None,51.1474723815918,17.0229873657227,2021-12-17 14:12:03
625,5403,None,,None,51.0916862487793,17.0327110290527,2021-12-07 13:02:13
626,5409,None,12906,129,51.1104278564453,16.8792953491211,2021-12-17 18:06:17
627,5405,None,14205,142,51.1341400146484,17.0366897583008,2021-12-17 18:05:25
628,5404,None,12202,122,51.1151084899902,16.9582862854004,2021-12-17 18:04:31
629,5407,None,11608,116,51.1553916931152,17.0649280548096,2021-12-17 18:05:23
630,5606,None,13208,132,51.1450996398926,17.0231304168701,2021-12-17 06:27:19
631,5607,None,13201,132,51.1129264831543,17.0145092010498,2021-12-17 18:05:34
632,5605,None,12201,122,51.112190246582,16.9606075286865,2021-12-17 18:05:57
633,5608,None,14802,148,51.1087112426758,17.0272521972656,2021-12-15 10:49:28
634,5406,None,11501,115,51.1135482788086,17.1205387115479,2021-12-17 11:32:24
635,5408,None,11114,111,51.1759414672852,16.9983673095703,2021-12-17 18:06:07
636,5610,None,K02,K,51.1358261108398,17.0357074737549,2021-12-17 18:05:02
637,5411,None,11104,111,51.159725189209,17.133264541626,2021-12-17 18:05:58
638,5412,None,14313,143,51.0777549743652,17.0338668823242,2021-12-17 18:05:23
639,5410,None,12708,127,51.086498260498,17.0130825042725,2021-12-17 18:05:25
640,5445,None,11606,116,51.1366806030273,17.0432224273682,2021-12-17 18:05:00
641,5609,None,12805,128,51.1230392456055,16.9752750396729,2021-12-17 18:06:21
642,4201,None,,None,51.1255149841309,16.9841346740723,2015-02-23 15:37:38
643,4200,None,40303,None,51.1375389099121,16.9687824249268,2015-02-22 22:58:15
644,4101,None,40304,None,51.1288986206055,16.9705257415771,2015-02-21 15:00:29
645,4100,None,,None,51.1291885375977,16.9715099334717,2015-02-23 00:12:10
646,4103,None,40301,None,51.1290473937988,16.9715805053711,2015-02-22 23:59:24
647,4102,None,40303,403,51.1397857666016,16.9598274230957,2015-02-17 19:26:18
648,4104,None,40301,403,51.1348876953125,17.0641899108887,2015-02-23 08:21:11
649,4225,None,10101,None,50.6937675476074,17.9256134033203,2016-12-20 08:08:10
650,4163,None,10103,None,51.1344299316406,17.061695098877,2016-07-14 10:51:50
651,4111,None,10106,101,51.1342926025391,17.0617389678955,2016-08-10 10:41:17
652,4153,None,10104,None,51.1345062255859,17.061840057373,2016-07-14 08:53:34
653,4173,None,10103,None,51.1345367431641,17.0617046356201,2016-07-15 09:19:20
654,4114,None,10106,101,51.1346626281738,17.0619144439697,2016-07-06 14:10:58
655,4228,None,10101,None,52.8078384399414,19.307300567627,2019-12-02 01:12:23
656,4601,None,11306,112,51.0565071105957,17.0055904388428,2021-12-17 18:06:07
657,4600,None,14904,149,51.1122398376465,16.9989795684814,2021-12-17 18:06:09
658,4609,None,12513,125,51.0942916870117,16.9792499542236,2021-12-17 18:05:24
659,4605,None,14603,146,51.0818748474121,17.0495567321777,2021-12-17 18:05:21
660,4603,None,14604,146,51.0768051147461,17.0698070526123,2021-12-17 18:04:41
661,4613,None,14507,145,51.0762939453125,17.0712070465088,2019-11-15 18:21:05
662,4604,None,12514,125,51.0594024658203,17.0855445861816,2021-12-17 18:06:08
663,4612,None,11304,112,51.0476875305176,17.0053577423096,2020-12-29 07:53:31
664,4602,None,11304,112,51.0466918945312,17.0092716217041,2021-12-17 18:04:53
665,4607,None,11310,113,51.0992317199707,17.0342597961426,2021-12-17 18:02:53
666,4608,None,12501,125,51.0944137573242,16.9930934906006,2021-12-17 18:05:58
667,4610,None,14507,145,51.1036224365234,17.0419158935547,2021-12-17 18:05:56
668,4606,None,11304,112,51.0768394470215,17.0711803436279,2021-08-04 01:46:23
669,4611,None,11308,113,51.0746002197266,17.0327796936035,2021-12-17 18:05:58
670,3201,None,02014,20,51.0944671630859,16.9793605804443,2021-12-17 18:05:46
671,4409,None,10909,109,51.1242523193359,16.9153995513916,2021-12-17 18:06:08
672,4614,None,11307,113,51.0616645812988,16.9972896575928,2021-12-17 18:06:17
673,4615,None,14509,145,51.0995750427246,17.034969329834,2021-12-17 18:06:04
674,4617,None,14506,145,51.1094055175781,17.06618309021,2021-12-17 18:06:20
675,4622,None,11303,113,51.0992317199707,17.0346565246582,2021-12-17 18:06:19
676,4616,None,14608,None,51.0765151977539,17.0712013244629,2021-12-16 19:29:12
677,4618,None,14505,145,51.0761604309082,17.070930480957,2021-12-17 18:04:39
678,4407,None,12512,125,51.0944404602051,17.0164813995361,2021-12-17 18:06:17
679,4406,None,13301,None,51.0552749633789,16.9776344299316,2021-12-17 18:06:20
680,4402,None,32506,325,51.0762672424316,17.0705680847168,2021-02-01 00:06:02
681,4400,None,10901,None,51.0763092041016,17.0705547332764,2021-10-11 12:14:01
682,4401,None,13305,133,51.0641937255859,16.9775714874268,2021-12-17 18:05:46
683,4404,None,13303,133,51.0835456848145,17.0348148345947,2021-12-17 18:05:56
684,4408,None,13304,133,51.0763664245605,17.0520172119141,2021-12-17 18:05:45
685,4403,None,13302,133,51.0704803466797,17.0536861419678,2021-12-17 18:06:20
686,4505,None,14702,150,51.1473197937012,17.1154193878174,2021-12-14 18:32:38
687,4500,None,10001,100,51.0762329101562,17.0711917877197,2021-03-25 09:52:57
688,4405,None,13306,133,51.0780220031738,16.9980697631836,2021-12-17 18:05:38
689,4504,None,14703,147,51.151237487793,17.1076316833496,2021-12-17 18:06:06
690,4413,None,10904,109,51.1126289367676,16.9937572479248,2021-12-17 18:06:21
691,4410,None,12509,None,51.3858947753906,21.1324710845947,2021-12-17 18:05:04
692,4412,None,10907,109,51.1254653930664,16.8899707794189,2021-12-17 18:06:19
693,4411,None,12002,120,51.1090316772461,17.0411243438721,2021-12-17 17:50:59
694,4502,None,12001,120,51.0933647155762,17.1071758270264,2021-12-17 18:05:26
695,4503,None,14704,None,51.1569328308105,17.0965614318848,2021-12-17 17:56:59
696,4506,None,15004,150,51.1516418457031,17.130392074585,2021-12-17 18:05:58
697,4501,None,12001,None,51.0758171081543,17.0703411102295,2021-10-21 14:21:47
698,3202,None,02008,20,51.144905090332,16.8813610076904,2021-12-17 18:06:20
699,3203,None,02009,20,51.1308135986328,16.9669227600098,2021-12-17 18:05:56
700,3204,None,,15,51.0886344909668,17.0289268493652,2021-12-17 10:55:18
701,4621,None,14608,146,51.1025924682617,17.1159553527832,2021-12-17 18:05:57
702,4623,None,14504,145,51.055419921875,17.0574703216553,2021-12-17 18:05:14
703,3205,None,02010,20,51.1077194213867,17.0219783782959,2021-12-17 18:05:58
704,4418,None,10901,109,51.1201667785645,16.850191116333,2021-12-17 18:05:56
705,4414,None,13310,133,51.0589790344238,17.0867576599121,2021-12-17 18:05:56
706,4416,None,12515,125,51.076099395752,16.9532165527344,2021-12-17 18:05:59
707,4417,None,10902,109,51.1179618835449,16.9578514099121,2021-12-17 18:05:57
708,3206,None,03309,33,51.0887222290039,17.0296611785889,2021-01-20 16:50:24
709,4415,None,13309,133,51.0772171020508,17.0699138641357,2021-12-17 12:57:55
710,4628,None,14501,145,51.0996017456055,17.0372886657715,2021-12-17 18:06:18
711,4620,None,14910,149,51.1120948791504,16.9906978607178,2021-12-17 18:06:06
712,4627,None,14510,145,51.1043357849121,17.0843677520752,2021-12-17 18:06:19
713,4629,None,12505,None,51.0770874023438,17.07080078125,2021-12-16 04:52:06
714,4619,None,12510,125,51.0770874023438,16.9523410797119,2021-12-17 18:05:26
715,4626,None,14601,146,51.1013450622559,17.0392608642578,2021-12-17 18:06:07
716,4637,None,14902,149,51.1117134094238,16.9590320587158,2021-12-17 18:05:59
717,4624,None,12508,125,51.0942916870117,17.0152530670166,2021-12-17 18:06:06
718,4630,None,11301,113,51.0970573425293,17.0322399139404,2021-12-17 17:58:08
719,4635,None,12505,125,51.0595741271973,17.0850524902344,2021-12-17 18:05:44
751,2817,-,00416,17,51.0663452148438,16.9918384552002,2021-12-17 18:06:08
720,4625,None,14901,149,51.1234321594238,16.9502639770508,2021-12-17 18:05:56
721,4636,None,14909,149,51.1110916137695,17.0229721069336,2021-12-17 18:06:18
722,4633,None,11302,113,51.0542144775391,17.0271339416504,2021-12-17 18:06:17
723,4638,None,14508,145,51.0876007080078,17.0347175598145,2021-12-17 18:06:20
724,4642,None,14503,145,51.0764007568359,17.0519943237305,2021-12-17 18:06:09
725,4641,None,14610,146,51.091251373291,17.0337181091309,2021-12-17 18:05:56
726,4640,None,13312,133,51.0561866760254,16.970422744751,2021-12-17 17:36:36
727,4631,None,14607,146,51.0955696105957,17.0328636169434,2021-12-17 18:06:18
728,4632,None,14908,149,51.1126441955566,17.0158252716064,2021-12-17 18:06:09
729,4634,None,14605,146,51.1076126098633,17.0719909667969,2021-12-17 18:05:24
730,4639,None,11309,113,51.0706367492676,17.0056591033936,2021-12-17 18:06:19
731,3207,None,02006,20,51.1270523071289,16.9790782928467,2021-12-17 18:05:45
732,3208,None,02004,20,51.1057281494141,17.0270690917969,2021-12-17 18:06:09
733,2801,None,03303,33,51.1136589050293,17.0969924926758,2021-12-17 18:06:04
734,2802,None,00306,10,51.101188659668,17.1100406646729,2021-12-17 18:05:56
735,2806,None,01505,15,51.1146583557129,17.024097442627,2021-12-17 18:05:56
736,2805,None,00719,17,51.0659790039062,16.9866352081299,2021-12-17 18:06:18
737,2803,None,02003,20,51.0898323059082,16.9990501403809,2021-12-17 18:04:30
738,2804,None,01509,None,51.0882949829102,17.0292568206787,2021-12-17 18:04:30
739,9999,None,14410,144,51.1470565795898,17.0224552154541,2016-06-24 11:57:46
740,4419,-,11401,None,51.0764923095703,17.0705547332764,2019-11-01 01:19:19
741,2807,None,02327,23,51.1067123413086,17.024356842041,2021-12-17 18:05:45
742,2808,-,03311,33,51.1068305969238,17.0243873596191,2021-12-17 18:06:18
743,2809,-,0,None,51.08837890625,17.0286540985107,2021-12-17 14:53:43
744,2810,-,00813,16,51.1061325073242,17.0478248596191,2021-12-17 18:06:10
745,2811,-,00723,17,51.0735054016113,17.0060482025146,2021-12-17 18:06:17
746,2812,-,01712,9,51.1163749694824,17.0558395385742,2021-12-17 18:06:19
747,2813,-,02005,20,51.1108856201172,17.0066356658936,2021-12-17 18:06:18
748,2814,-,00811,8,51.0875473022461,17.0279865264893,2021-12-17 14:36:48
749,2815,-,00305,2,51.0861015319824,17.0117645263672,2021-12-17 18:06:07
750,2816,-,07031,70,51.1013641357422,17.0296745300293,2021-12-17 18:06:06
752,2818,-,00826,8,51.1193618774414,17.0421829223633,2021-12-17 18:06:18
753,2819,-,01512,9,51.0901794433594,17.0288562774658,2021-12-17 18:05:33
754,2820,-,00804,8,51.0787200927734,17.0634002685547,2021-12-17 18:05:15
755,2821,-,00812,16,51.0837554931641,17.0603103637695,2021-12-17 18:06:05
756,2822,-,00316,10,51.1281280517578,16.9760913848877,2021-12-17 18:06:08
757,4301,None,,None,51.3862152099609,21.1330051422119,2018-05-29 12:58:09
758,4303,None,11403,None,51.0776405334473,17.0693473815918,2018-08-07 14:55:02
759,4422,None,11405,None,51.076488494873,17.0704956054688,2019-11-04 12:41:53
760,4428,None,12511,None,51.0762481689453,17.0705261230469,2019-10-31 21:44:44
761,4427,None,13308,133,51.0743675231934,16.9996891021729,2021-12-17 18:05:46
762,4429,None,12506,None,51.0763931274414,17.0706062316895,2019-10-31 23:47:52
763,4426,None,13312,None,51.076732635498,17.0698909759521,2019-10-31 23:26:10
764,4424,None,12510,None,51.0762596130371,17.0705871582031,2019-10-31 21:15:50
765,4420,None,32503,325,51.0770606994629,17.069917678833,2019-10-31 18:08:35
766,4302,None,11402,114,51.0775947570801,17.0692005157471,2018-08-08 11:04:33
767,4421,None,13306,None,51.0772476196289,17.0697441101074,2019-11-01 05:32:52
768,4425,None,13316,None,51.0759963989258,17.0703773498535,2019-10-31 20:32:54
769,4300,None,0,None,51.0768241882324,17.0700550079346,2018-08-06 20:49:46
770,4304,None,,None,51.0766487121582,17.069860458374,2018-08-06 18:11:45
771,5001,None,13105,None,51.1482276916504,17.0233573913574,2017-12-11 02:47:09
772,4423,None,11406,114,51.0761451721191,17.0711288452148,2019-11-02 11:55:12
773,606,None,None,None,52.4618377685547,17.1733989715576,2017-09-29 15:05:27
774,604,None,,None,52.4617042541504,17.1732978820801,2017-10-06 09:16:17
775,470,None,None,None,51.0881462097168,17.0290336608887,2017-10-31 11:30:19
776,370,None,None,None,52.4617195129395,17.1735153198242,2017-11-07 08:56:15
777,366,None,None,None,51.0888442993164,17.0296802520752,2017-11-28 10:57:16
778,471,None,None,None,51.1481018066406,17.0232620239258,2017-12-21 19:54:23
779,7410,None,70001,700,51.111442565918,17.0607795715332,2021-12-17 17:59:45
780,7407,None,15109,None,51.1733741760254,17.116382598877,2021-12-17 18:06:17
781,8409,None,13602,136,51.0861206054688,17.0127792358398,2021-12-17 18:06:20
782,1900,None,,3,51.0790748596191,17.0053386688232,2021-12-15 11:05:55
783,8412,None,60207,None,51.1494255065918,17.022632598877,2021-12-17 17:18:47
784,8417,None,,None,51.1262016296387,16.9969291687012,2021-12-17 17:55:45
785,8420,None,14808,None,51.1448936462402,16.8716793060303,2021-12-17 17:58:48
786,8421,None,13206,132,51.1120796203613,16.9926986694336,2021-12-17 18:06:08
787,7408,None,11102,D,51.1471710205078,17.1144351959229,2021-12-17 18:06:05
788,8410,None,11906,119,51.1423797607422,17.0708065032959,2021-12-17 18:05:56
789,7413,None,13612,136,51.0778388977051,17.0339317321777,2021-12-17 18:06:08
790,8404,None,14403,144,51.1365852355957,17.0364093780518,2021-12-17 18:06:00
791,8406,None,,None,51.1486587524414,17.0215358734131,2021-12-17 09:58:27
792,8403,None,10606,None,51.1474838256836,17.0220775604248,2021-12-17 18:01:56
793,7402,None,mpk,None,51.0746650695801,17.0314140319824,2021-12-17 15:20:14
794,7401,None,,None,51.1484718322754,17.0217399597168,2021-12-17 18:03:23
795,8408,None,C04,C,51.1104927062988,17.0626392364502,2021-12-17 18:06:21
796,8405,None,D14,D,51.1424179077148,17.0946197509766,2021-12-17 18:06:21
797,7404,None,12703,127,51.0802726745605,17.0212345123291,2021-12-17 18:06:20
798,8402,None,10211,C,51.1287078857422,16.9890651702881,2021-12-17 07:58:03
799,8419,None,10305,103,51.1362724304199,16.9668502807617,2021-12-17 18:06:05
800,8411,None,70003,700,51.1245574951172,17.0451965332031,2021-12-17 18:06:07
801,8401,None,60205,None,51.1489715576172,17.0238513946533,2021-12-17 15:21:16
802,7406,None,70004,700,51.1156883239746,17.0606307983398,2021-12-17 18:05:47
803,7420,None,73102,731,51.1376838684082,16.9678649902344,2021-12-17 18:05:56
804,8407,None,70309,None,51.069881439209,17.0974884033203,2021-12-17 17:35:53
805,8423,None,14406,None,51.0590400695801,17.0106296539307,2021-12-17 18:05:34
806,8437,None,A05,A,51.0919456481934,16.9846897125244,2021-12-17 18:06:07
807,7414,None,31911,None,51.166374206543,17.0469036102295,2021-12-17 18:02:08
808,8424,None,10210,102,51.1211814880371,16.9936389923096,2021-12-17 18:05:44
809,8434,None,13607,136,51.0863265991211,17.013578414917,2021-12-17 18:06:18
810,7415,None,31515,315,51.1113128662109,17.0613174438477,2021-12-17 18:06:10
811,8422,None,C08,None,51.1121444702148,17.0623931884766,2021-12-17 17:26:26
812,8425,None,D05,D,51.11328125,17.0668449401855,2021-12-17 18:06:18
813,7412,None,11118,None,51.1795272827148,17.0059700012207,2021-12-17 18:04:08
814,8429,None,K01,K,51.1363410949707,17.0364303588867,2021-12-17 18:06:18
815,8427,None,60206,602,51.0937118530273,17.0208759307861,2021-12-17 18:06:09
816,8415,None,13102,131,51.1423645019531,17.1278057098389,2021-12-17 18:06:20
817,8413,None,14405,144,51.1591987609863,17.0446891784668,2021-12-17 18:05:13
818,7416,None,14001,140,51.1524505615234,16.9957504272461,2021-12-17 17:46:06
819,8433,None,10607,106,51.1123809814453,16.9937438964844,2021-12-17 18:05:57
820,7411,None,12709,127,51.0874404907227,17.0076999664307,2021-12-17 18:06:20
821,8432,None,K15,K,51.1145477294922,17.0340671539307,2021-12-17 18:05:58
822,8426,None,,None,51.1487007141113,17.0232944488525,2021-12-17 14:14:46
823,8416,None,K14,K,51.0893478393555,17.0341053009033,2021-12-17 18:06:10
824,7417,None,70005,700,51.1245803833008,17.0358562469482,2021-12-17 18:06:18
825,8428,None,10206,102,51.1412467956543,16.9113712310791,2021-12-17 18:06:08
826,8414,None,10308,103,51.1123390197754,17.0222339630127,2021-12-17 18:05:45
827,7403,None,12207,122,51.0979118347168,17.0325317382812,2021-12-17 18:06:10
828,2903,None,01511,15,51.0724945068359,17.0141658782959,2021-12-17 18:06:10
829,7405,None,12210,122,51.1188735961914,17.0080432891846,2021-12-17 18:06:08
830,7418,None,70002,700,51.1113929748535,17.0606288909912,2021-12-17 18:05:46
831,8418,None,A12,A,51.0936279296875,16.9993267059326,2021-12-17 18:06:20
832,8430,None,C03,None,51.1026344299316,17.115930557251,2021-12-17 16:37:37
833,7419,None,11513,115,51.1132011413574,17.1328239440918,2021-12-17 18:05:47
834,7409,None,10401,104,51.1208038330078,17.0113983154297,2021-12-17 18:05:44
835,8440,None,10302,103,51.1203575134277,17.0106582641602,2021-12-17 18:06:08
836,8439,None,,None,51.1682739257812,17.022310256958,2021-12-17 15:13:25
837,8435,None,60208,602,51.1433982849121,17.0247573852539,2021-12-17 18:05:25
838,8438,None,12809,128,51.1190452575684,17.0152912139893,2021-12-17 18:06:06
839,8436,None,10101,None,51.149097442627,17.0232677459717,2021-12-16 08:06:45
840,8431,None,11904,119,51.1314926147461,16.986141204834,2021-12-17 18:06:20
841,2904,None,00313,10,51.1069526672363,17.0738182067871,2021-12-17 18:06:17
842,2902,None,01032,3,51.1452674865723,16.878324508667,2021-12-17 18:06:07
843,2905,None,00314,2,51.0989723205566,17.0267925262451,2021-12-17 18:06:18
844,2901,None,01747,1,51.1166343688965,17.052059173584,2021-12-17 18:06:20
845,2906,None,00909,4,51.0968818664551,16.9890441894531,2021-12-17 18:06:09
846,2909,None,02011,20,51.1015129089355,17.0293483734131,2021-12-17 18:05:16
847,2910,None,07049,70,51.1012878417969,17.0295429229736,2021-11-05 09:09:30
848,2907,None,00714,7,51.1014671325684,17.0294055938721,2021-12-17 18:05:45
849,2908,None,01503,9,51.0727653503418,17.0144538879395,2021-12-17 18:05:57
850,2911,None,,None,51.0787582397461,17.0038452148438,2021-12-17 14:49:45
851,2912,None,01705,7,51.0855560302734,17.0114059448242,2021-12-17 18:06:21
852,2913,None,07004,70,51.1113929748535,17.0599174499512,2021-12-17 18:06:17
853,2914,None,01708,1,51.1345672607422,17.0362567901611,2021-12-17 18:06:08
854,2915,None,01740,9,51.109691619873,17.0649185180664,2021-12-17 18:05:58
855,2916,None,,None,51.0787887573242,17.0063247680664,2021-12-17 02:35:15
856,2917,None,00233,5,51.1044120788574,17.0216503143311,2021-12-17 18:06:07
857,2918,None,,None,51.1500473022461,17.0277194976807,2021-12-17 18:06:08
858,2919,None,07005,70,51.1166114807129,17.052547454834,2021-12-17 18:06:21
859,2920,None,00721,17,51.1502799987793,17.0285091400146,2021-12-17 17:59:00
860,2921,None,00802,8,51.0929336547852,17.0384426116943,2021-12-17 18:06:06
861,2922,None,00520,10,51.1090850830078,17.0168209075928,2021-12-17 18:05:58
862,2923,None,01126,11,51.0983543395996,16.995662689209,2021-12-17 18:06:19
863,2924,None,02311,23,51.1315612792969,17.0918159484863,2021-12-17 18:06:08
864,2925,None,01106,11,51.1120986938477,17.0394630432129,2021-12-17 18:06:11
