source,target,route_id,time
Eluarda-18352,Średzka-18311,137,2
Średzka-18311,Rubczaka-18392,137,1
Rubczaka-18392,RUBCZAKA (Stacja kolejowa)-18390,137,1
LEŚNICA-18388,RUBCZAKA (Stacja kolejowa)-18389,138,2
RUBCZAKA (Stacja kolejowa)-18389,Rubczaka-18391,138,1
Rubczaka-18391,Średzka-18312,138,1
Średzka-18312,Eluarda-18351,138,2
Eluarda-18351,Zajazdowa-18303,138,1
Zajazdowa-18303,Krępicka - szkoła-18305,138,1
Krępicka - szkoła-18305,Krępicka-18361,138,1
Krępicka-18361,Krępicka-18363,138,3
Krępicka-18363,Mokrzańska-18343,138,1
ŻAR-18346,Mokrzańska-18364,138,3
Mokrzańska-18364,Krępicka-18362,138,1
Krępicka-18362,Krępicka - szkoła-18306,138,1
Krępicka - szkoła-18306,Zajazdowa-18304,138,1
Zajazdowa-18304,Eluarda-18352,138,1
Eluarda-18352,Średzka-18311,138,2
Średzka-18311,Rubczaka-18392,138,1
Rubczaka-18392,RUBCZAKA (Stacja kolejowa)-18390,138,1
RUBCZAKA (Stacja kolejowa)-18390,LEŚNICA-18388,138,1
ŚLAZOWA-23314,Góra Kapliczna-23316,140,1
Góra Kapliczna-23316,Witkowska-23312,140,1
Witkowska-23312,Lipska-23306,140,1
Lipska-23306,Jarocińska-23304,140,1
Jarocińska-23304,OSOBOWICE-23302,140,2
OSOBOWICE-23302,most Milenijny-23109,140,2
most Milenijny-23109,Hala Orbita-12319,140,1
Hala Orbita-12319,Kwiska-12303,140,1
Kwiska-12303,Hala Orbita-12320,140,4
Hala Orbita-12320,most Milenijny-23110,140,1
most Milenijny-23110,OSOBOWICE-23301,140,2
OSOBOWICE-23301,Jarocińska-23303,140,2
Jarocińska-23303,Lipska-23311,140,1
Lipska-23311,Witkowska-23313,140,1
Witkowska-23313,Góra Kapliczna-23315,140,1
Góra Kapliczna-23315,ŚLAZOWA-23314,140,2
KARŁOWICE-23181,Broniewskiego-23141,142,2
Broniewskiego-23141,Bałtycka-23143,142,2
Bałtycka-23143,Bezpieczna-23116,142,2
Bezpieczna-23116,Różanka-23114,142,1
Różanka-23114,Łużycka-23112,142,1
Łużycka-23112,Serbska (C.K. Agora)-123004,142,1
Serbska (C.K. Agora)-123004,most Osobowicki-123002,142,2
most Osobowicki-123002,Kleczkowska-10706,142,2
Kleczkowska-10706,PL. STASZICA-10704,142,2
PL. STASZICA-10704,Dubois-10712,142,3
Dubois-10712,Rynek-110104,142,4
Rynek-110104,PL. JANA PAWŁA II-10501,142,3
PL. JANA PAWŁA II-10501,Młodych Techników-10503,142,2
Młodych Techników-10503,Strzegomska (Muzeum Współczesne)-10539,142,2
Strzegomska (Muzeum Współczesne)-10539,Śrubowa-110415,142,2
Śrubowa-110415,Wrocławski Park Przemysłowy-32101,142,1
Wrocławski Park Przemysłowy-32101,Dolnośląska Szkoła Wyższa-32103,142,2
Dolnośląska Szkoła Wyższa-32103,Integracyjny Inkubator Przedsiębiorczości-12115,142,2
Integracyjny Inkubator Przedsiębiorczości-12115,Otyńska-12117,142,2
Otyńska-12117,Strzegomska 148-12113,142,1
Strzegomska 148-12113,Nowodworska-32107,142,2
Nowodworska-32107,Nowy Dwór-32109,142,2
Nowy Dwór-32109,Rogowska-12111,142,2
Rogowska-12111,ROD Tysiąclecia-12131,142,1
ROD Tysiąclecia-12131,Zemska-12133,142,2
Zemska-12133,NOWY DWÓR (pętla)-12140,142,3
NOWY DWÓR (pętla)-12140,Zemska-12134,142,2
Zemska-12134,ROD Tysiąclecia-12132,142,1
ROD Tysiąclecia-12132,Rogowska-12112,142,2
Rogowska-12112,Nowy Dwór-32110,142,2
Nowy Dwór-32110,Nowodworska-32108,142,1
Nowodworska-32108,Strzegomska 148-12114,142,2
Strzegomska 148-12114,Otyńska-12118,142,3
Otyńska-12118,Integracyjny Inkubator Przedsiębiorczości-12116,142,1
Integracyjny Inkubator Przedsiębiorczości-12116,Dolnośląska Szkoła Wyższa-32104,142,1
Dolnośląska Szkoła Wyższa-32104,Wrocławski Park Przemysłowy-12102,142,1
Wrocławski Park Przemysłowy-12102,Śrubowa-10548,142,2
Śrubowa-10548,Strzegomska (Muzeum Współczesne)-30506,142,1
Strzegomska (Muzeum Współczesne)-30506,pl. Strzegomski (Muzeum Współczesne)-10506,142,2
pl. Strzegomski (Muzeum Współczesne)-10506,Młodych Techników-10504,142,1
Młodych Techników-10504,PL. JANA PAWŁA II-10502,142,3
PL. JANA PAWŁA II-10502,Rynek-110005,142,3
Rynek-110005,Pomorska-110601,142,5
Pomorska-110601,PL. STASZICA-10703,142,2
PL. STASZICA-10703,Kleczkowska-10705,142,2
Kleczkowska-10705,most Osobowicki-123001,142,2
most Osobowicki-123001,Serbska (C.K. Agora)-23103,142,1
Serbska (C.K. Agora)-23103,Łużycka-23111,142,1
Łużycka-23111,Różanka-23113,142,1
Różanka-23113,Bezpieczna-23146,142,2
Bezpieczna-23146,Bałtycka (szkoła)-23140,142,1
Bałtycka (szkoła)-23140,Bałtycka-23144,142,1
Bałtycka-23144,KARŁOWICE-23181,142,2
TARNOGAJ-21154,Złotostocka-21159,143,1
Złotostocka-21159,GAJ - pętla-21138,143,2
GAJ - pętla-21138,Świeradowska-21134,143,2
Świeradowska-21134,GAJ-21132,143,1
GAJ-21132,Działkowa-21108,143,2
Działkowa-21108,ROD Bajki-21118,143,2
ROD Bajki-21118,Śliczna-21106,143,1
Śliczna-21106,Uniwersytet Ekonomiczny-11341,143,3
Uniwersytet Ekonomiczny-11341,Drukarska-11343,143,2
Drukarska-11343,Hallera-11303,143,5
Hallera-11303,Racławicka (szkoła)-11545,143,2
Racławicka (szkoła)-11545,Modlińska-11543,143,2
Modlińska-11543,Rymarska-11547,143,1
Rymarska-11547,RACŁAWICKA-11549,143,1
RACŁAWICKA-11549,Bukowskiego-17137,143,1
Bukowskiego-17137,Stanki-17135,143,1
Stanki-17135,Kadłubka-17133,143,1
Kadłubka-17133,Wiejska-17104,143,1
Wiejska-17104,Solskiego-17102,143,1
Solskiego-17102,OPORÓW-11730,143,1
OPORÓW-11730,GRABISZYŃSKA (Cmentarz)-11720,143,3
GRABISZYŃSKA (Cmentarz)-11720,Fiołkowa-11728,143,1
Fiołkowa-11728,FAT-11707,143,3
FAT-11707,ROD Oświata-12158,143,2
ROD Oświata-12158,Wrocławski Park Technologiczny-12150,143,1
Wrocławski Park Technologiczny-12150,Szkocka-12156,143,2
Szkocka-12156,Gądowianka-12530,143,2
Gądowianka-12530,Na Ostatnim Groszu-12512,143,2
Na Ostatnim Groszu-12512,Kwiska-12318,143,3
Kwiska-12318,Wejherowska-12315,143,2
Wejherowska-12315,Hala Orbita-12320,143,2
Hala Orbita-12320,most Milenijny-23110,143,2
most Milenijny-23110,Obornicka (Obwodnica)-23155,143,3
Obornicka (Obwodnica)-23155,Ostowa-23503,143,2
Ostowa-23503,Pełczyńska (Stacja kolejowa)-23505,143,2
Pełczyńska (Stacja kolejowa)-23505,Kominiarska-23507,143,1
Kominiarska-23507,LIPA PIOTROWSKA-23509,143,2
LIPA PIOTROWSKA-23509,Tymiankowa-23565,143,1
Tymiankowa-23565,Cynamonowa-23563,143,3
Cynamonowa-23563,Waniliowa-23561,143,2
Waniliowa-23561,KMINKOWA-23560,143,1
KMINKOWA-23560,Waniliowa-23562,143,2
Waniliowa-23562,Cynamonowa-23564,143,1
Cynamonowa-23564,Tymiankowa-23566,143,1
Tymiankowa-23566,LIPA PIOTROWSKA-23510,143,1
LIPA PIOTROWSKA-23510,Kominiarska-23508,143,1
Kominiarska-23508,Pełczyńska (Stacja kolejowa)-23506,143,1
Pełczyńska (Stacja kolejowa)-23506,Ostowa-23504,143,1
Ostowa-23504,Ćwiczebna-23502,143,1
Ćwiczebna-23502,Obornicka (Obwodnica)-23156,143,1
Obornicka (Obwodnica)-23156,most Milenijny-23109,143,4
most Milenijny-23109,Hala Orbita-12319,143,1
Hala Orbita-12319,Kwiska-12303,143,5
Kwiska-12303,Na Ostatnim Groszu-12529,143,3
Na Ostatnim Groszu-12529,Gądowianka-12533,143,2
Gądowianka-12533,Szkocka-12149,143,2
Szkocka-12149,Wrocławski Park Technologiczny-12153,143,1
Wrocławski Park Technologiczny-12153,ROD Oświata-12157,143,1
ROD Oświata-12157,FAT-11712,143,4
FAT-11712,GRABISZYŃSKA (Cmentarz)-11719,143,2
GRABISZYŃSKA (Cmentarz)-11719,GRABISZYŃSKA (Cmentarz II)-11731,143,1
GRABISZYŃSKA (Cmentarz II)-11731,OPORÓW-11729,143,1
OPORÓW-11729,Solskiego-17101,143,1
Solskiego-17101,Wiejska-17132,143,3
Wiejska-17132,Kadłubka-17134,143,1
Kadłubka-17134,Stanki-17136,143,1
Stanki-17136,Bukowskiego-17138,143,1
Bukowskiego-17138,RACŁAWICKA-11550,143,1
RACŁAWICKA-11550,Rymarska-11548,143,1
Rymarska-11548,Modlińska-11544,143,1
Modlińska-11544,Gajowicka (szkoła)-11546,143,2
Gajowicka (szkoła)-11546,Gajowicka-11540,143,3
Gajowicka-11540,Hallera-11304,143,3
Hallera-11304,Drukarska-11344,143,1
Drukarska-11344,Uniwersytet Ekonomiczny-11342,143,3
Uniwersytet Ekonomiczny-11342,Śliczna-21105,143,2
Śliczna-21105,ROD Bajki-21117,143,2
ROD Bajki-21117,Działkowa-21107,143,3
Działkowa-21107,GAJ-21131,143,2
GAJ-21131,Świeradowska-21133,143,1
Świeradowska-21133,Morwowa-21137,143,3
Morwowa-21137,Złotostocka-21158,143,1
Starościńska-23558,Ługowa-23556,144,1
Ługowa-23556,Kątowa-23554,144,1
Kątowa-23554,Milicka-23552,144,1
Milicka-23552,Kamieńskiego (Szpital)-23170,144,1
Kamieńskiego (Szpital)-23170,Jutrosińska-23164,144,3
Jutrosińska-23164,Gąsiorowskiego-23168,144,1
Gąsiorowskiego-23168,Mochnackiego-23162,144,1
Mochnackiego-23162,Kamieńskiego-23124,144,2
Kamieńskiego-23124,Broniewskiego-23122,144,2
Broniewskiego-23122,Trzebnicka-20718,144,3
Trzebnicka-20718,DWORZEC NADODRZE-120616,144,2
DWORZEC NADODRZE-120616,Paulińska-120614,144,2
Paulińska-120614,Dubois-10712,144,3
Dubois-10712,Rynek-110104,144,4
Rynek-110104,PL. JANA PAWŁA II-10534,144,3
PL. JANA PAWŁA II-10534,pl. Orląt Lwowskich-110274,144,2
pl. Orląt Lwowskich-110274,pl. Legionów-10373,144,2
pl. Legionów-10373,Piłsudskiego-10375,144,2
Piłsudskiego-10375,Zielińskiego-11323,144,3
Zielińskiego-11323,Zaporoska-11531,144,2
Zaporoska-11531,Krucza-11535,144,1
Krucza-11535,Gajowicka-11537,144,2
Gajowicka-11537,Hallera-11351,144,4
Hallera-11351,Sudecka-11353,144,2
Sudecka-11353,Jarzębinowa-11355,144,1
Jarzębinowa-11355,Skierniewicka-11357,144,1
Skierniewicka-11357,Wyścigowa-16521,144,3
Wyścigowa-16521,Malinowa-26325,144,1
Malinowa-26325,Ożynowa-26327,144,1
Ożynowa-26327,rondo Św. Ojca Pio-26338,144,1
rondo Św. Ojca Pio-26338,ZWYCIĘSKA-26339,144,2
ZWYCIĘSKA-26339,rondo Św. Ojca Pio-26340,144,2
rondo Św. Ojca Pio-26340,Ożynowa-26328,144,1
Ożynowa-26328,Malinowa-26326,144,1
Malinowa-26326,Wyścigowa-16522,144,2
Wyścigowa-16522,Skierniewicka-11358,144,2
Skierniewicka-11358,Jarzębinowa-11356,144,1
Jarzębinowa-11356,Sudecka-11354,144,2
Sudecka-11354,Hallera-11352,144,3
Hallera-11352,Gajowicka-11538,144,2
Gajowicka-11538,Krucza-11536,144,1
Krucza-11536,Żelazna-11530,144,2
Żelazna-11530,Zaporoska-11532,144,2
Zaporoska-11532,Zielińskiego-11324,144,1
Zielińskiego-11324,Piłsudskiego-10376,144,3
Piłsudskiego-10376,pl. Orląt Lwowskich-10372,144,3
pl. Orląt Lwowskich-10372,PL. JANA PAWŁA II-10535,144,4
PL. JANA PAWŁA II-10535,Dmowskiego-10555,144,2
Dmowskiego-10555,Pomorska-110655,144,2
Pomorska-110655,Dubois-20711,144,2
Dubois-20711,Paulińska-120613,144,2
Paulińska-120613,DWORZEC NADODRZE-120615,144,3
DWORZEC NADODRZE-120615,Trzebnicka-20717,144,2
Trzebnicka-20717,Broniewskiego-23121,144,4
Broniewskiego-23121,Kamieńskiego-23123,144,1
Kamieńskiego-23123,Mochnackiego-23161,144,2
Mochnackiego-23161,Gąsiorowskiego-23167,144,1
Gąsiorowskiego-23167,Jutrosińska-23163,144,1
Jutrosińska-23163,Kamieńskiego (Szpital)-23169,144,1
Kamieńskiego (Szpital)-23169,Milicka-23551,144,1
Milicka-23551,Kątowa-23553,144,3
Kątowa-23553,Ługowa-23555,144,2
SĘPOLNO-24322,Libelta-24522,145,2
Libelta-24522,Monte Cassino-24516,145,1
Monte Cassino-24516,Okrzei-24514,145,1
Okrzei-24514,Partyzantów-24512,145,1
Partyzantów-24512,Tramwajowa-24504,145,2
Tramwajowa-24504,Hala Stulecia-24502,145,2
Hala Stulecia-24502,Kliniki - Politechnika Wrocławska-120818,145,2
Kliniki - Politechnika Wrocławska-120818,PL. GRUNWALDZKI-120824,145,2
PL. GRUNWALDZKI-120824,most Grunwaldzki-120822,145,2
most Grunwaldzki-120822,Poczta Główna-20302,145,3
Poczta Główna-20302,skwer Krasińskiego-20337,145,3
skwer Krasińskiego-20337,Dworzec Główny (Dworcowa)-20341,145,1
Dworzec Główny (Dworcowa)-20341,DWORZEC GŁÓWNY-120269,145,4
DWORZEC GŁÓWNY-120269,DWORZEC AUTOBUSOWY-11321,145,2
DWORZEC AUTOBUSOWY-11321,Dyrekcyjna-21101,145,2
Dyrekcyjna-21101,Borowska-21103,145,2
Borowska-21103,Śliczna-21105,145,2
Śliczna-21105,ROD Bajki-21117,145,2
ROD Bajki-21117,Działkowa-21107,145,1
Działkowa-21107,GAJ-21131,145,2
GAJ-21131,Świeradowska-21133,145,1
Świeradowska-21133,Morwowa-21129,145,2
Morwowa-21129,BARDZKA (Cmentarz)-21135,145,1
BARDZKA (Cmentarz)-21135,Buforowa-Rondo-26101,145,1
Buforowa-Rondo-26101,Konduktorska-26103,145,1
Konduktorska-26103,Malinowskiego-26105,145,1
Malinowskiego-26105,Jagodzińska-26107,145,1
Jagodzińska-26107,Kajdasza-26109,145,1
Kajdasza-26109,Vivaldiego-26117,145,2
Vivaldiego-26117,Iwiny - rondo-50395001,145,1
Iwiny - rondo-50395001,Vivaldiego-26118,145,1
Vivaldiego-26118,Kajdasza-26110,145,1
Kajdasza-26110,Jagodzińska-26108,145,2
Jagodzińska-26108,Malinowskiego-26106,145,1
Malinowskiego-26106,Konduktorska-26104,145,1
Konduktorska-26104,Buforowa-Rondo-26102,145,1
Buforowa-Rondo-26102,BARDZKA (Cmentarz)-21136,145,1
BARDZKA (Cmentarz)-21136,GAJ - pętla-21138,145,1
GAJ - pętla-21138,Świeradowska-21134,145,2
Świeradowska-21134,GAJ-21132,145,1
GAJ-21132,Działkowa-21108,145,2
Działkowa-21108,ROD Bajki-21118,145,2
ROD Bajki-21118,Śliczna-21106,145,1
Śliczna-21106,Borowska-21104,145,2
Borowska-21104,DWORZEC AUTOBUSOWY-21102,145,3
DWORZEC AUTOBUSOWY-21102,DWORZEC GŁÓWNY-120268,145,3
DWORZEC GŁÓWNY-120268,Dworzec Główny (Dworcowa)-20334,145,3
Dworzec Główny (Dworcowa)-20334,skwer Krasińskiego-20336,145,1
skwer Krasińskiego-20336,Krasińskiego-20332,145,1
Krasińskiego-20332,Urząd Wojewódzki (Impart)-20301,145,3
Urząd Wojewódzki (Impart)-20301,most Grunwaldzki-120821,145,2
most Grunwaldzki-120821,PL. GRUNWALDZKI-120815,145,2
PL. GRUNWALDZKI-120815,Kliniki - Politechnika Wrocławska-120817,145,2
Kliniki - Politechnika Wrocławska-120817,Hala Stulecia-24501,145,2
Hala Stulecia-24501,Tramwajowa-24503,145,2
Tramwajowa-24503,Partyzantów-24511,145,2
Partyzantów-24511,Okrzei-24513,145,1
Okrzei-24513,Monte Cassino-24515,145,1
Monte Cassino-24515,Libelta-24521,145,1
Libelta-24521,SĘPOLNO-24322,145,1
GAJ - pętla-21140,Morwowa-121026,146,2
Morwowa-121026,Krynicka-121024,146,1
Krynicka-121024,Bardzka-21174,146,2
Bardzka-21174,Orzechowa-21172,146,1
Orzechowa-21172,ROD Bajki-21118,146,2
ROD Bajki-21118,Śliczna-21106,146,1
Śliczna-21106,Borowska-21104,146,2
Borowska-21104,DWORZEC AUTOBUSOWY-21102,146,3
DWORZEC AUTOBUSOWY-21102,DWORZEC GŁÓWNY-120268,146,3
DWORZEC GŁÓWNY-120268,Dworzec Główny (Dworcowa)-20334,146,3
Dworzec Główny (Dworcowa)-20334,skwer Krasińskiego-20336,146,1
skwer Krasińskiego-20336,Krasińskiego-20332,146,1
Krasińskiego-20332,Urząd Wojewódzki (Impart)-20301,146,3
Urząd Wojewódzki (Impart)-20301,most Grunwaldzki-120821,146,2
most Grunwaldzki-120821,PL. GRUNWALDZKI-120815,146,2
PL. GRUNWALDZKI-120815,Kliniki - Politechnika Wrocławska-120817,146,2
Kliniki - Politechnika Wrocławska-120817,Hala Stulecia-24501,146,2
Hala Stulecia-24501,Tramwajowa-24503,146,2
Tramwajowa-24503,Partyzantów-24511,146,2
Partyzantów-24511,Okrzei-24513,146,1
Okrzei-24513,Monte Cassino-24515,146,1
Monte Cassino-24515,Bacciarellego-24517,146,1
BARTOSZOWICE-24509,Bacciarellego-24518,146,1
Bacciarellego-24518,Monte Cassino-24516,146,2
Monte Cassino-24516,Okrzei-24514,146,1
Okrzei-24514,Partyzantów-24512,146,1
Partyzantów-24512,Tramwajowa-24504,146,2
Tramwajowa-24504,Hala Stulecia-24502,146,2
Hala Stulecia-24502,Kliniki - Politechnika Wrocławska-120818,146,2
Kliniki - Politechnika Wrocławska-120818,PL. GRUNWALDZKI-120824,146,3
PL. GRUNWALDZKI-120824,most Grunwaldzki-120822,146,2
most Grunwaldzki-120822,Poczta Główna-20302,146,3
Poczta Główna-20302,skwer Krasińskiego-20337,146,3
skwer Krasińskiego-20337,Dworzec Główny (Dworcowa)-20341,146,1
Dworzec Główny (Dworcowa)-20341,DWORZEC GŁÓWNY-120269,146,4
DWORZEC GŁÓWNY-120269,DWORZEC AUTOBUSOWY-11321,146,2
DWORZEC AUTOBUSOWY-11321,Dyrekcyjna-21101,146,2
Dyrekcyjna-21101,Borowska-21103,146,2
Borowska-21103,Śliczna-21105,146,2
Śliczna-21105,ROD Bajki-21179,146,2
ROD Bajki-21179,Orzechowa-21171,146,1
Orzechowa-21171,Bardzka-21173,146,3
Bardzka-21173,Krynicka-21127,146,1
Krynicka-21127,GAJ - pętla-21140,146,3
MULICKA-29100,Psie Pole (Rondo Lotników Polskich)-29129,147,1
Psie Pole (Rondo Lotników Polskich)-29129,Zakrzowska-29511,147,1
Zakrzowska-29511,Piwnika - Ponurego-29513,147,1
Piwnika - Ponurego-29513,ROD Źródło Zdrowia-29529,147,1
ROD Źródło Zdrowia-29529,ROD Pod Dębem-29515,147,1
ROD Pod Dębem-29515,Białych Goździków-29519,147,1
Białych Goździków-29519,KŁOKOCZYCE-29517,147,2
KŁOKOCZYCE-29517,Białych Goździków-29518,147,1
Białych Goździków-29518,ROD Pod Dębem-29516,147,1
ROD Pod Dębem-29516,ROD Źródło Zdrowia-29528,147,1
ROD Źródło Zdrowia-29528,Piwnika - Ponurego-29514,147,1
Piwnika - Ponurego-29514,Zakrzowska-29512,147,1
Zakrzowska-29512,Psie Pole (Rondo Lotników Polskich)-29128,147,2
Psie Pole (Rondo Lotników Polskich)-29128,Psie Pole (Gorlicka)-29121,147,1
Dworzec Główny (Dworcowa)-20339,skwer Krasińskiego-20336,148,2
skwer Krasińskiego-20336,GALERIA DOMINIKAŃSKA-10123,148,4
GALERIA DOMINIKAŃSKA-10123,Świdnicka-10101,148,2
Świdnicka-10101,Rynek-10103,148,2
Rynek-10103,PL. JANA PAWŁA II-10501,148,2
PL. JANA PAWŁA II-10501,Młodych Techników-10503,148,2
Młodych Techników-10503,Strzegomska (Muzeum Współczesne)-10539,148,2
Strzegomska (Muzeum Współczesne)-10539,Śrubowa-110415,148,2
Śrubowa-110415,Wrocławski Park Przemysłowy-32101,148,1
Wrocławski Park Przemysłowy-32101,Dolnośląska Szkoła Wyższa-32103,148,2
Dolnośląska Szkoła Wyższa-32103,Integracyjny Inkubator Przedsiębiorczości-12115,148,2
Integracyjny Inkubator Przedsiębiorczości-12115,Otyńska-12117,148,2
Otyńska-12117,Strzegomska 148-12113,148,1
Strzegomska 148-12113,Nowodworska-32107,148,2
Nowodworska-32107,Nowy Dwór-32109,148,2
Nowy Dwór-32109,Chociebuska-12123,148,2
Chociebuska-12123,Nowy Dwór (Rogowska)-12125,148,1
Nowy Dwór (Rogowska)-12125,Nowy Dwór (Stacja kolejowa)-12143,148,1
Nowy Dwór (Stacja kolejowa)-12143,Kołobrzeska-12127,148,2
Kołobrzeska-12127,Szczecińska-17701,148,2
Szczecińska-17701,Żerniki-17703,148,1
Żerniki-17703,Strachowicka-17705,148,1
Strachowicka-17705,Żernicka (Stacja kolejowa)-17729,148,2
Żernicka (Stacja kolejowa)-17729,Małopolska (Ośrodek dla niewidomych)-18147,148,3
Małopolska (Ośrodek dla niewidomych)-18147,Złotniki-18145,148,1
Złotniki-18145,Wielkopolska-18143,148,1
Wielkopolska-18143,Złotnicka-18141,148,1
Złotnicka-18141,Wschowska-18109,148,2
Wschowska-18109,LEŚNICA-18387,148,1
LEŚNICA-18387,Średzka-18312,148,1
Średzka-18312,LEŚNICA-18302,148,2
LEŚNICA-18302,Wschowska-18110,148,1
Wschowska-18110,Złotnicka-18142,148,2
Złotnicka-18142,Wielkopolska-18144,148,1
Wielkopolska-18144,Złotniki-18146,148,1
Złotniki-18146,Małopolska (Ośrodek dla niewidomych)-18148,148,1
Małopolska (Ośrodek dla niewidomych)-18148,Żernicka (Stacja kolejowa)-17730,148,3
Żernicka (Stacja kolejowa)-17730,Strachowicka-17706,148,2
Strachowicka-17706,Żerniki-17704,148,1
Żerniki-17704,Szczecińska-17702,148,1
Szczecińska-17702,Kołobrzeska-12128,148,2
Kołobrzeska-12128,Nowy Dwór (Stacja kolejowa)-12144,148,1
Nowy Dwór (Stacja kolejowa)-12144,Nowy Dwór (Rogowska)-12126,148,1
Nowy Dwór (Rogowska)-12126,Chociebuska-12124,148,2
Chociebuska-12124,Nowy Dwór-12121,148,1
Nowy Dwór-12121,Nowodworska-32108,148,2
Nowodworska-32108,Strzegomska 148-12114,148,2
Strzegomska 148-12114,Otyńska-12118,148,3
Otyńska-12118,Integracyjny Inkubator Przedsiębiorczości-12116,148,1
Integracyjny Inkubator Przedsiębiorczości-12116,Dolnośląska Szkoła Wyższa-32104,148,1
Dolnośląska Szkoła Wyższa-32104,Wrocławski Park Przemysłowy-12102,148,1
Wrocławski Park Przemysłowy-12102,Śrubowa-10548,148,2
Śrubowa-10548,Strzegomska (Muzeum Współczesne)-30506,148,1
Strzegomska (Muzeum Współczesne)-30506,pl. Strzegomski (Muzeum Współczesne)-10506,148,2
pl. Strzegomski (Muzeum Współczesne)-10506,Młodych Techników-10504,148,1
Młodych Techników-10504,PL. JANA PAWŁA II-10502,148,3
PL. JANA PAWŁA II-10502,Rynek-10108,148,2
Rynek-10108,Świdnicka-10102,148,2
Świdnicka-10102,skwer Krasińskiego-20337,148,3
PL. GRUNWALDZKI-20923,PL. GRUNWALDZKI-120824,149,4
PL. GRUNWALDZKI-120824,most Grunwaldzki-120822,149,2
most Grunwaldzki-120822,Poczta Główna-20302,149,3
Poczta Główna-20302,GALERIA DOMINIKAŃSKA-10123,149,4
GALERIA DOMINIKAŃSKA-10123,Świdnicka-10101,149,3
Świdnicka-10101,Rynek-10103,149,3
Rynek-10103,PL. JANA PAWŁA II-10501,149,2
PL. JANA PAWŁA II-10501,Młodych Techników-10503,149,2
Młodych Techników-10503,Strzegomska (Muzeum Współczesne)-10539,149,2
Strzegomska (Muzeum Współczesne)-10539,Śrubowa-110415,149,2
Śrubowa-110415,Wrocławski Park Przemysłowy-32101,149,1
Wrocławski Park Przemysłowy-32101,Dolnośląska Szkoła Wyższa-32103,149,2
Dolnośląska Szkoła Wyższa-32103,Integracyjny Inkubator Przedsiębiorczości-12115,149,2
Integracyjny Inkubator Przedsiębiorczości-12115,Otyńska-12117,149,2
Otyńska-12117,Strzegomska 148-12113,149,1
Strzegomska 148-12113,Nowodworska-32107,149,2
Nowodworska-32107,Nowy Dwór-32109,149,2
Nowy Dwór-32109,Rogowska-12111,149,2
Rogowska-12111,ROD Tysiąclecia-12131,149,1
ROD Tysiąclecia-12131,Zemska-12133,149,2
Zemska-12133,Nowy Dwór (Stacja kolejowa)-12143,149,2
Nowy Dwór (Stacja kolejowa)-12143,Kołobrzeska-12130,149,2
Kołobrzeska-12130,KUŹNIKI-12903,149,1
KUŹNIKI-12903,KUŹNIKI-12911,149,1
KUŹNIKI-12911,Kołobrzeska-12129,149,1
Kołobrzeska-12129,Nowy Dwór (Stacja kolejowa)-12144,149,2
Nowy Dwór (Stacja kolejowa)-12144,Zemska-12134,149,2
Zemska-12134,ROD Tysiąclecia-12132,149,1
ROD Tysiąclecia-12132,Rogowska-12112,149,2
Rogowska-12112,Nowy Dwór-32110,149,2
Nowy Dwór-32110,Nowodworska-32108,149,1
Nowodworska-32108,Strzegomska 148-12114,149,2
Strzegomska 148-12114,Otyńska-12118,149,3
Otyńska-12118,Integracyjny Inkubator Przedsiębiorczości-12116,149,1
Integracyjny Inkubator Przedsiębiorczości-12116,Dolnośląska Szkoła Wyższa-32104,149,1
Dolnośląska Szkoła Wyższa-32104,Wrocławski Park Przemysłowy-12102,149,1
Wrocławski Park Przemysłowy-12102,Śrubowa-10548,149,2
Śrubowa-10548,Strzegomska (Muzeum Współczesne)-30506,149,1
Strzegomska (Muzeum Współczesne)-30506,pl. Strzegomski (Muzeum Współczesne)-10506,149,2
pl. Strzegomski (Muzeum Współczesne)-10506,Młodych Techników-10504,149,1
Młodych Techników-10504,PL. JANA PAWŁA II-10502,149,3
PL. JANA PAWŁA II-10502,Rynek-10108,149,2
Rynek-10108,Świdnicka-10102,149,2
Świdnicka-10102,GALERIA DOMINIKAŃSKA-10111,149,3
GALERIA DOMINIKAŃSKA-10111,Urząd Wojewódzki (Impart)-20301,149,3
Urząd Wojewódzki (Impart)-20301,most Grunwaldzki-120821,149,2
most Grunwaldzki-120821,PL. GRUNWALDZKI-20923,149,2
OSIEDLE SOBIESKIEGO-29532,Królewska-29522,150,1
Królewska-29522,PSIE POLE (Stacja kolejowa)-29119,150,3
PSIE POLE (Stacja kolejowa)-29119,BIERUTOWSKA (Ośrodek zdrowia)-29108,150,2
BIERUTOWSKA (Ośrodek zdrowia)-29108,Dobroszycka-29114,150,1
Dobroszycka-29114,PSIE POLE (Stacja kolejowa)-29120,150,1
PSIE POLE (Stacja kolejowa)-29120,Psie Pole (Rondo Lotników Polskich)-29135,150,1
Psie Pole (Rondo Lotników Polskich)-29135,MULICKA-29137,150,1
MULICKA-29137,Gorlicka-29123,150,1
Gorlicka-29123,Szewczenki-29321,150,1
Szewczenki-29321,Poleska-29311,150,1
Poleska-29311,Kiełczowska-29313,150,1
Kiełczowska-29313,Żmudzka-29315,150,1
Żmudzka-29315,Kowieńska-29317,150,1
Kowieńska-29317,Inflancka-29319,150,1
LITEWSKA-29328,Inflancka-29320,150,1
Inflancka-29320,Kowieńska-29318,150,1
Kowieńska-29318,Żmudzka-29316,150,1
Żmudzka-29316,Kiełczowska-29314,150,2
